gene,drug,gene_symbol_of_protein_target,tumor_type,Q_value,p_value,correlation_r,data_size,gex_dir,gex_r,gex_z,gex_num_cells,cnv_dir,cnv_r,cnv_z,cnv_num_cells,Q_value_dep,p_value_dep,correlation_r_dep,data_size_dep
HLA-DRB5,PRIMA-1,TP53,PanCancer,1531.0098746717301,0.4681987384317218,0.03574879111695321,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.409543468390576,0.7349239113984294,0.018455904878381717,339.0
HLA-DQA1,VAF-347,AHR,PanCancer,1531.295813418219,0.46828618147346146,0.04367485212576315,278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.724591185474282,0.7874318642457138,0.01469871262956253,339.0
RBFOX1,alisertib:navitoclax (2:1 mol/mol),AURKA;AURKB;BCL2;BCL2L1;BCL2L2,PanCancer,1531.7390830562667,0.46842173793769626,-0.03617282846265153,404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.918196001322782,0.319699333553797,0.04701314761344153,450.0
TPTE,CD-437,RARG,PanCancer,1533.6200259257175,0.46899694982437845,-0.034848435135308005,434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932526747030991,0.8220877911718318,-0.010629290240150585,450.0
TPTE,CAY10594,PLD2,PanCancer,1533.71052593758,0.46902462566898473,0.03509094069603474,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932526747030991,0.8220877911718318,-0.010629290240150585,450.0
HLA-DQA1,I-BET151,BRD2;BRD3;BRD4,PanCancer,1535.1025221805073,0.4694503125934273,-0.03433900153564463,446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.724591185474282,0.7874318642457138,0.01469871262956253,339.0
HLA-DRB1,cediranib,FLT1;FLT4;KDR,PanCancer,1535.323925274654,0.46951801996166787,-0.05130142342145172,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7587286205934314,0.6264547700989053,0.026528487205926647,339.0
RBFOX1,StemRegenin 1,AHR,PanCancer,1535.4332080323607,0.46955143976524794,-0.034724673164560106,436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.918196001322782,0.319699333553797,0.04701314761344153,450.0
HLA-DQA1,CID-5951923,KLF5,PanCancer,1536.1451838800083,0.46976916938226554,0.034950232639504614,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.724591185474282,0.7874318642457138,0.01469871262956253,339.0
HLA-DQA1,TGX-221,PIK3CB,PanCancer,1536.3856661353914,0.4698427113563888,-0.03466199162961627,437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.724591185474282,0.7874318642457138,0.01469871262956253,339.0
HLA-DRB5,SMER-3,CUL1;SKP1,PanCancer,1542.87185885424,0.4718262565303486,0.0369218204469548,382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.409543468390576,0.7349239113984294,0.018455904878381717,339.0
TPTE,CAL-101,PIK3CD,PanCancer,1545.2509604416969,0.472553810532629,-0.03437188928339239,439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932526747030991,0.8220877911718318,-0.010629290240150585,450.0
TPTE,XL765,MTOR;PIK3CA;PIK3CB;PIK3CD;PIK3CG;PRKDC,PanCancer,1547.566600750029,0.47326195741591104,0.034757460757276024,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932526747030991,0.8220877911718318,-0.010629290240150585,450.0
TPTE,niclosamide,STAT3,PanCancer,1548.6563509407656,0.4735952143549742,0.034569293028446246,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932526747030991,0.8220877911718318,-0.010629290240150585,450.0
HLA-DQB1,barasertib,AURKB,PanCancer,1549.1470184086124,0.47374526556838303,-0.03480136463576632,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4427653167824426,0.5737942194637404,0.030655353389180382,339.0
HLA-DQB1,erlotinib,EGFR;ERBB2,PanCancer,1550.4371411837421,0.4741397985271383,0.03401611372410771,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4427653167824426,0.5737942194637404,0.030655353389180382,339.0
TPTE,NVP-TAE684,ALK,PanCancer,1550.46486799347,0.47414827767384404,0.03444604736039791,434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932526747030991,0.8220877911718318,-0.010629290240150585,450.0
RBFOX1,QS-11,ARFGAP1,PanCancer,1554.1068808868627,0.47526204308466746,0.0634131515163769,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.918196001322782,0.319699333553797,0.04701314761344153,450.0
RBFOX1,MGCD-265,FLT1;FLT3;KDR;MET,PanCancer,1556.954491582886,0.47613287204369603,0.03417314526153787,437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.918196001322782,0.319699333553797,0.04701314761344153,450.0
HLA-DQB1,ciclosporin,PPID,PanCancer,1558.2681825175289,0.4765346123906816,0.03482980153224308,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4427653167824426,0.5737942194637404,0.030655353389180382,339.0
HLA-DQA1,selumetinib:navitoclax (8:1 mol/mol),MAP2K1;MAP2K2;BCL2;BCL2L1;BCL2L2,PanCancer,1560.0021623923362,0.47706488146554626,0.03474638422778567,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.724591185474282,0.7874318642457138,0.01469871262956253,339.0
HLA-DRB5,pyrazolanthrone,MAPK10;MAPK8;MAPK9,PanCancer,1562.7000913058766,0.4778899361791672,-0.03372831820396817,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.409543468390576,0.7349239113984294,0.018455904878381717,339.0
HLA-DQA1,NSC30930,SRD5A2,PanCancer,1565.2442644348578,0.47866797077518586,0.033706850989567126,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.724591185474282,0.7874318642457138,0.01469871262956253,339.0
RBFOX1,CBB-1007,KDM1A,PanCancer,1566.6266845342795,0.479090729215376,-0.050077742483955724,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.918196001322782,0.319699333553797,0.04701314761344153,450.0
TPTE,piperlongumine:MST-312 (1:1 mol/mol),TERT,PanCancer,1567.1795249453526,0.4792597935612699,0.03512310320870892,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932526747030991,0.8220877911718318,-0.010629290240150585,450.0
HLA-DQB1,RO4929097,APH1A;NCSTN;PSEN1;PSENEN,PanCancer,1567.6948206697273,0.47941737635159853,-0.05107378049635725,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4427653167824426,0.5737942194637404,0.030655353389180382,339.0
TPTE,JQ-1:vorinostat (2:1 mol/mol),BRDT;HDAC1;HDAC2;HDAC3;HDAC6;HDAC8,PanCancer,1567.8723197381516,0.4794716574122788,0.03439308308879119,425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932526747030991,0.8220877911718318,-0.010629290240150585,450.0
HLA-DRB5,HC-067047,TRPV4,PanCancer,1571.0538869037714,0.48044461373204017,0.03460470776763684,418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.409543468390576,0.7349239113984294,0.018455904878381717,339.0
HLA-DQB1,Compound 1541A,CASP3;CASP6;CASP7,PanCancer,1571.3369840088749,0.48053118777029813,0.03463957086537289,417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4427653167824426,0.5737942194637404,0.030655353389180382,339.0
HLA-DRB1,BEC,ARG1;ARG2,PanCancer,1573.093948981835,0.48106848592716667,0.062338133958935865,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7587286205934314,0.6264547700989053,0.026528487205926647,339.0
HLA-DQA1,SGX-523,MET,PanCancer,1576.1401354590896,0.482000041424798,-0.03368162765030998,438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.724591185474282,0.7874318642457138,0.01469871262956253,339.0
HLA-DQB1,KX2-391,SRC,PanCancer,1577.2872966479324,0.482350855244016,0.03404762760544891,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4427653167824426,0.5737942194637404,0.030655353389180382,339.0
HLA-DRB1,azacitidine,DNMT1,PanCancer,1579.2516391733063,0.4829515716126319,-0.03416182776949052,424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7587286205934314,0.6264547700989053,0.026528487205926647,339.0
HLA-DRB1,SMER-3,CUL1;SKP1,PanCancer,1579.3329043376796,0.48297642334485613,0.03599940168686337,382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7587286205934314,0.6264547700989053,0.026528487205926647,339.0
RBFOX1,obatoclax,BCL2;BCL2L1;MCL1,PanCancer,1581.0834484219827,0.4835117579272118,-0.03341257108574201,442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.918196001322782,0.319699333553797,0.04701314761344153,450.0
RBFOX1,selumetinib,MAP2K1;MAP2K2,PanCancer,1581.1298938878465,0.48352596143359217,-0.03383737818282309,431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.918196001322782,0.319699333553797,0.04701314761344153,450.0
HLA-DRB5,abiraterone,CYP17A1,PanCancer,1582.9261365598431,0.4840752711192181,0.07041904718980166,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.409543468390576,0.7349239113984294,0.018455904878381717,339.0
HLA-DRB1,WAY-362450,NR1H4,PanCancer,1583.6590591465233,0.4842994064668267,0.033239270324591876,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7587286205934314,0.6264547700989053,0.026528487205926647,339.0
HLA-DRB5,BRD-K35604418,MCL1,PanCancer,1584.299408319043,0.48449523190184807,0.0334518237075054,439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.409543468390576,0.7349239113984294,0.018455904878381717,339.0
TPTE,BRD-A71883111,IDH1,PanCancer,1584.3720474278523,0.48451744569659094,-0.03326027827803906,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932526747030991,0.8220877911718318,-0.010629290240150585,450.0
HLA-DQA1,JW-55,TNKS,PanCancer,1588.4975847082671,0.48577907789243646,0.06653729376192066,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.724591185474282,0.7874318642457138,0.01469871262956253,339.0
RBFOX1,bosutinib,ABL1;SRC,PanCancer,1588.554227019089,0.4857963997000272,-0.033467460434950976,436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.918196001322782,0.319699333553797,0.04701314761344153,450.0
HLA-DQA1,BYL-719,PIK3CA,PanCancer,1588.6897998658444,0.48583785928619094,-0.040390272071170394,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.724591185474282,0.7874318642457138,0.01469871262956253,339.0
HLA-DRB5,PRIMA-1-Met,TP53,PanCancer,1589.1447250560254,0.48597698013945734,0.04637156593392128,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.409543468390576,0.7349239113984294,0.018455904878381717,339.0
HLA-DQB1,tipifarnib-P2,FNTA,PanCancer,1590.0298463328168,0.48624765942899595,0.04432688832900942,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4427653167824426,0.5737942194637404,0.030655353389180382,339.0
HLA-DQA1,LRRK2-IN-1,DCLK1;LRRK2,PanCancer,1590.5515812918595,0.48640721140423837,-0.040135915552489694,303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.724591185474282,0.7874318642457138,0.01469871262956253,339.0
TPTE,BMS-195614,RARA;RARB;RARG,PanCancer,1595.067367747098,0.48778818585538164,0.03346958104821372,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932526747030991,0.8220877911718318,-0.010629290240150585,450.0
HLA-DRB5,NSC23766,RAC1;TIAM1;TRIO,PanCancer,1600.499340223285,0.4894493395178241,-0.03326469062314348,434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.409543468390576,0.7349239113984294,0.018455904878381717,339.0
TPTE,selumetinib,MAP2K1;MAP2K2,PanCancer,1600.6148572507366,0.4894846658259133,0.03337815485974024,431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932526747030991,0.8220877911718318,-0.010629290240150585,450.0
HLA-DQB1,KHS101,TACC3,PanCancer,1602.3791953665288,0.4900242187665226,0.03349332882497621,427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4427653167824426,0.5737942194637404,0.030655353389180382,339.0
TPTE,NSC95397,CDC25A;CDC25B;CDC25C,PanCancer,1605.8103696607745,0.49107350754152124,-0.034527908025911526,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932526747030991,0.8220877911718318,-0.010629290240150585,450.0
HLA-DRB1,STF-31,NAMPT,PanCancer,1606.1916974836051,0.4911901215546193,0.033364207509671895,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7587286205934314,0.6264547700989053,0.026528487205926647,339.0
RBFOX1,GSK1059615,MTOR;PIK3CA;PIK3CB;PIK3CD;PIK3CG,PanCancer,1611.0828260205944,0.4926858795170014,0.04044403056286781,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.918196001322782,0.319699333553797,0.04701314761344153,450.0
HLA-DQB1,fingolimod,S1PR1,PanCancer,1612.7883211956125,0.49320743767449926,0.033054245880744786,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4427653167824426,0.5737942194637404,0.030655353389180382,339.0
HLA-DQA1,elocalcitol,VDR,PanCancer,1612.880034607785,0.4932354845895367,-0.03305210271462053,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.724591185474282,0.7874318642457138,0.01469871262956253,339.0
HLA-DQA1,SB-743921,KIF11,PanCancer,1614.8539523406555,0.4938391291561638,0.0327029938483043,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.724591185474282,0.7874318642457138,0.01469871262956253,339.0
HLA-DRB1,AA-COCF3,FAAH;PLA2G4A;PLA2G4B;PLA2G4C;PLA2G4D,PanCancer,1615.1021136134932,0.49391501945366767,0.033000196860267686,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7587286205934314,0.6264547700989053,0.026528487205926647,339.0
TPTE,tamatinib,SYK,PanCancer,1621.1648718101944,0.4957690739480717,-0.03274467147487476,435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932526747030991,0.8220877911718318,-0.010629290240150585,450.0
TPTE,fulvestrant,ESR1;GPER1,PanCancer,1624.4998384344567,0.49678894141726504,-0.06184581121898401,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932526747030991,0.8220877911718318,-0.010629290240150585,450.0
HLA-DQB1,methylstat,KDM3A;KDM4A;KDM4B;KDM4C;KDM4D,PanCancer,1626.7134199576901,0.4974658776629022,-0.039189792789740135,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4427653167824426,0.5737942194637404,0.030655353389180382,339.0
HLA-DQB1,neratinib,EGFR;ERBB2,PanCancer,1628.7732243101402,0.4980957872508074,0.032161987590993854,446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4427653167824426,0.5737942194637404,0.030655353389180382,339.0
HLA-DRB1,NSC30930,SRD5A2,PanCancer,1629.7550784614637,0.4983960484591632,-0.03221220557978775,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7587286205934314,0.6264547700989053,0.026528487205926647,339.0
HLA-DRB5,WAY-362450,NR1H4,PanCancer,1635.2328300271859,0.5000712018431761,0.0320505022973478,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.409543468390576,0.7349239113984294,0.018455904878381717,339.0
HLA-DQA1,phloretin,SLC5A1,PanCancer,1635.292277358243,0.5000893814551202,0.032568218175736276,431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.724591185474282,0.7874318642457138,0.01469871262956253,339.0
HLA-DQB1,selumetinib:navitoclax (8:1 mol/mol),MAP2K1;MAP2K2;BCL2;BCL2L1;BCL2L2,PanCancer,1638.500037361796,0.501070347817063,0.03287947667168676,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4427653167824426,0.5737942194637404,0.030655353389180382,339.0
HLA-DQB1,brefeldin A,ARF1,PanCancer,1642.268790044739,0.5022228715733147,0.03298860816750594,416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4427653167824426,0.5737942194637404,0.030655353389180382,339.0
HLA-DRB5,saracatinib,ABL1;SRC,PanCancer,1643.20875096289,0.5025103213953792,0.032123414970902806,438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.409543468390576,0.7349239113984294,0.018455904878381717,339.0
HLA-DRB1,BIBR-1532,TERT,PanCancer,1644.6932735872304,0.5029643038493059,0.03190676640339765,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7587286205934314,0.6264547700989053,0.026528487205926647,339.0
TPTE,MST-312,TERT,PanCancer,1644.9204741490348,0.5030337841434357,0.03234495901169754,431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932526747030991,0.8220877911718318,-0.010629290240150585,450.0
HLA-DRB1,CAL-101,PIK3CD,PanCancer,1647.6788825212282,0.5038773341043511,0.03198409127421803,439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7587286205934314,0.6264547700989053,0.026528487205926647,339.0
RBFOX1,doxorubicin:navitoclax (2:1 mol/mol),TOP2A;BCL2;BCL2L1;BCL2L2,PanCancer,1648.7192486840397,0.5041954888942017,0.03218208481540423,433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.918196001322782,0.319699333553797,0.04701314761344153,450.0
HLA-DQB1,navitoclax:piperlongumine (1:1 mol/mol),BCL2;BCL2L1;BCL2L2,PanCancer,1651.0366742915926,0.5049041817405482,-0.03294171509967403,412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4427653167824426,0.5737942194637404,0.030655353389180382,339.0
HLA-DRB5,cabozantinib,FLT3;KDR;MET;RET,PanCancer,1651.88530952667,0.5051637032191651,-0.032071870475587586,434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.409543468390576,0.7349239113984294,0.018455904878381717,339.0
HLA-DQB1,C6-ceramide,MAPK1;PPP2CA;UGCG,PanCancer,1654.9205230946284,0.5060919030870423,0.031673588992561334,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4427653167824426,0.5737942194637404,0.030655353389180382,339.0
RBFOX1,BRD-K27188169:navitoclax (2:1 mol/mol),BCL2;BCL2L1;BCL2L2,PanCancer,1654.9940417306325,0.5061143858503463,-0.044552807427178605,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.918196001322782,0.319699333553797,0.04701314761344153,450.0
RBFOX1,olaparib,PARP1;PARP2,PanCancer,1655.4326863622196,0.5062485279395167,-0.031661931785073184,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.918196001322782,0.319699333553797,0.04701314761344153,450.0
HLA-DRB5,nutlin-3,MDM2,PanCancer,1657.228190416254,0.5067976117480899,0.0319489786969791,434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.409543468390576,0.7349239113984294,0.018455904878381717,339.0
HLA-DQB1,LRRK2-IN-1,DCLK1;LRRK2,PanCancer,1661.4132231265862,0.5080774382650111,-0.038165277794986345,303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4427653167824426,0.5737942194637404,0.030655353389180382,339.0
TPTE,N9-isopropylolomoucine,CCNB1;CDK1;CDK5;CDK5R1,PanCancer,1663.6690285341317,0.5087672870134959,0.03206210198898897,427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932526747030991,0.8220877911718318,-0.010629290240150585,450.0
TPTE,manumycin A,FNTA;FNTB,PanCancer,1665.818946721331,0.5094247543490309,0.03156952955544069,439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932526747030991,0.8220877911718318,-0.010629290240150585,450.0
HLA-DRB1,erastin,SLC7A11;VDAC1;VDAC2,PanCancer,1669.4269644030692,0.5105281236706634,0.031308638977722035,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7587286205934314,0.6264547700989053,0.026528487205926647,339.0
HLA-DRB1,BRD8899,STK33,PanCancer,1669.4590620259837,0.5105379394574874,-0.031450638044372016,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7587286205934314,0.6264547700989053,0.026528487205926647,339.0
TPTE,importazole,KPNB1,PanCancer,1669.9889364161913,0.5106999805554102,0.03191611105469902,427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932526747030991,0.8220877911718318,-0.010629290240150585,450.0
RBFOX1,CAY10576,IKBKE,PanCancer,1670.454133899357,0.510842242782678,-0.032326747508407756,416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.918196001322782,0.319699333553797,0.04701314761344153,450.0
HLA-DQB1,bosutinib,ABL1;SRC,PanCancer,1671.7856945328112,0.5112494478693612,0.03154221089948898,436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4427653167824426,0.5737942194637404,0.030655353389180382,339.0
HLA-DRB5,JQ-1:UNC0638 (2:1 mol/mol),BRDT;EHMT1;EHMT2,PanCancer,1672.6739896068946,0.5115210977391115,0.03259151677279652,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.409543468390576,0.7349239113984294,0.018455904878381717,339.0
RBFOX1,tivozanib,FLT1;FLT3;KDR,PanCancer,1676.2976565651084,0.5126292527722044,0.031808133770438556,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.918196001322782,0.319699333553797,0.04701314761344153,450.0
TPTE,UNC0638:navitoclax (1:1 mol/mol),EHMT1;EHMT2;BCL2;BCL2L1;BCL2L2,PanCancer,1676.8004965982807,0.5127830264826546,0.03221748619600706,415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932526747030991,0.8220877911718318,-0.010629290240150585,450.0
RBFOX1,tandutinib,FLT3;KIT,PanCancer,1677.4077347755929,0.5129687262310682,-0.03141400474907312,436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.918196001322782,0.319699333553797,0.04701314761344153,450.0
RBFOX1,bortezomib,PSMB1;PSMB2;PSMB5;PSMD1;PSMD2,PanCancer,1680.2515002149792,0.5138383792706358,-0.03153151981731319,431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.918196001322782,0.319699333553797,0.04701314761344153,450.0
HLA-DRB5,"1S,3R-RSL-3",GPX4,PanCancer,1681.0254662791947,0.5140750661404265,-0.031011515051237847,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.409543468390576,0.7349239113984294,0.018455904878381717,339.0
RBFOX1,BRD-K13185470,MCL1,PanCancer,1681.5562320724523,0.5142373798386705,0.05726949849865368,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.918196001322782,0.319699333553797,0.04701314761344153,450.0
HLA-DQA1,nintedanib,FGFR1;FGFR2;FGFR3;FLT1;FLT3;KDR;PDGFRA;PDGFRB,PanCancer,1682.4711357637107,0.5145171669002173,-0.031816448836389774,422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.724591185474282,0.7874318642457138,0.01469871262956253,339.0
HLA-DRB1,dasatinib,EPHA2;KIT;LCK;SRC;YES1,PanCancer,1686.1818478494604,0.5156519412383671,-0.030965475669057493,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7587286205934314,0.6264547700989053,0.026528487205926647,339.0
HLA-DRB1,NVP-ADW742,IGF1R,PanCancer,1686.489419646954,0.5157459998920348,0.031499234762992476,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7587286205934314,0.6264547700989053,0.026528487205926647,339.0
HLA-DRB5,quizartinib,FLT3,PanCancer,1688.6945557750619,0.5164203534480312,-0.03133845389017844,431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.409543468390576,0.7349239113984294,0.018455904878381717,339.0
HLA-DRB1,fumonisin B1,CERS1;CERS2;CERS3;CERS4;CERS5;CERS6,PanCancer,1689.0420245930375,0.5165266130253937,0.030971386186832747,441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7587286205934314,0.6264547700989053,0.026528487205926647,339.0
HLA-DRB1,DBeQ,VCP,PanCancer,1691.6367238562132,0.5173200990385973,-0.031090516112215097,436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7587286205934314,0.6264547700989053,0.026528487205926647,339.0
HLA-DQB1,NSC632839,USP13;USP5,PanCancer,1693.2200263061789,0.5178042893902688,0.0310904708144836,435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4427653167824426,0.5737942194637404,0.030655353389180382,339.0
HLA-DQA1,ETP-46464,ATM;ATR,PanCancer,1693.7106597923457,0.5179543302117265,-0.037469119691724194,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.724591185474282,0.7874318642457138,0.01469871262956253,339.0
HLA-DRB1,manumycin A,FNTA;FNTB,PanCancer,1695.9872211081677,0.518650526332773,0.030885256861038997,439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7587286205934314,0.6264547700989053,0.026528487205926647,339.0
HLA-DQA1,belinostat,HDAC1;HDAC2;HDAC3;HDAC6;HDAC8,PanCancer,1696.9582425464487,0.5189474747848467,-0.04552557653928577,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.724591185474282,0.7874318642457138,0.01469871262956253,339.0
TPTE,SNX-2112:bortezomib (250:1 mol/mol),HSP90AA1;HSP90B1;PSMB1;PSMB2;PSMB5;PSMD1;PSMD2,PanCancer,1699.0150620441652,0.5195764715731392,0.03088773823821072,437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932526747030991,0.8220877911718318,-0.010629290240150585,450.0
TPTE,thalidomide,CRBN,PanCancer,1700.0867764846128,0.5199042129922363,-0.04576483824739767,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.932526747030991,0.8220877911718318,-0.010629290240150585,450.0
HLA-DRB1,BRD-K24690302,HDAC1,PanCancer,1701.9599547710427,0.5204770503886981,-0.0305759930684418,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7587286205934314,0.6264547700989053,0.026528487205926647,339.0
HLA-DRB5,AA-COCF3,FAAH;PLA2G4A;PLA2G4B;PLA2G4C;PLA2G4D,PanCancer,1702.679739213079,0.52069716795507,0.030983634877252104,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.409543468390576,0.7349239113984294,0.018455904878381717,339.0
RBFOX1,KHS101,TACC3,PanCancer,1704.0022123780195,0.5211015939993944,0.031135274888433737,427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.918196001322782,0.319699333553797,0.04701314761344153,450.0
RBFOX1,phloretin,SLC5A1,PanCancer,1705.2635000521532,0.5214873088844505,0.030961016973022285,431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.918196001322782,0.319699333553797,0.04701314761344153,450.0
